OBJECTID,Damage,Zip Code,CAL FIRE Unit,County,Incident Start Date,Structure Defense Actions Taken,Structure Type,Structure Category,Units in Structure,Roof Construction,Eaves,Vent Screen,Exterior Siding,Window Pane,Deck/Porch On Grade,Deck/Porch Elevated,Patio Cover/Carport Attached to Structure,Fence Attached to Structure,Distance - Propane Tank to Structure,Distance - Residence to Utility/Misc Structure > 120 SQFT,Assessed Improved Value,Year Built,Latitude,Longitude,AIV missing,Year Built missing
5004,No Damage,55026.0,TUU,Tulare,2020-08-19,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,225000.0,1966.0,36.1865144999739,-118.63355596932,0,1
104981,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,184283.0,1952.0,34.1714623,-118.0700163,0,0
48211,Destroyed (>50%),90265.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,0.0,Wood,Unknown,Unknown,Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,215179.0,1962.0,34.0773444593536,-118.879384883062,0,0
85279,No Damage,95971.0,LMU,Plumas,2021-07-13,Combination of Actions,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Other,Multi Pane,No Deck/Porch,No Deck/Porch,Non Combustible,Non Combustible,Unknown,<30,198880.0,1966.0,40.0073385011298,-120.959388995998,0,1
96198,No Damage,95973.0,BTU,Butte,2024-07-24,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,289981.0,1990.0,39.8461462,-121.8319517,0,0
1462,No Damage,Unknown,MEU,Mendocino,2020-08-17,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,39.8156124135437,-123.046995607778,1,1
2508,No Damage,95916.0,BTU,Butte,2020-09-09,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,107833.0,1940.0,39.6398864245168,-121.429564846849,0,0
21479,Destroyed (>50%),95060.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Unknown,Combustible,Combustible,11-20,30-50,176252.0,1961.0,37.0909240112703,-122.145872891664,0,0
26110,No Damage,95360.0,SCU,Stanislaus,2020-08-18,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.364996853646,-121.408152063849,0,1
84518,Destroyed (>50%),95947.0,LMU,Plumas,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Wood,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,78750.0,1966.0,40.1411282501091,-120.948214675211,0,1
27345,No Damage,Unknown,ORC,Orange,2020-10-26,Unknown,Multi Family Residence Multi Story,Multiple Residence,2.0,Asphalt,No Eaves,No Vents,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,33.6953648161409,-117.73409446544,1,1
88826,No Damage,93238.0,TUU,Tulare,2021-09-10,Combination of Actions,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,Masonry/Concrete,Wood,Combustible,Combustible,0-10,Unknown,533980.0,1966.0,35.9727517462726,-118.540983404295,0,1
22403,No Damage,Unknown,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1966.0,37.1545062822661,-122.160964157246,1,1
109686,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,Combustible,Unknown,Unknown,150639.0,1950.0,34.1670239,-118.0946497,0,0
127750,No Damage,90049.0,LAC,Los Angeles,2025-01-07,Hand Crew Fuel Break,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Non Combustible,Unknown,Unknown,239245.0,1971.0,34.0852992,-118.5092328,0,0
75932,No Damage,13145.0,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,94092.0,1900.0,38.5857129909331,-122.786732218199,0,0
85483,Destroyed (>50%),96061.0,TGU,Tehama,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unknown,Unknown,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,Unknown,86044.0,1966.0,40.2581879332122,-121.388273416505,0,1
83972,No Damage,95978.0,BTU,Butte,2021-07-13,Combination of Actions,Single Family Residence Multi Story,Single Residence,0.0,Metal,Unenclosed,"Mesh Screen <= 1/8""""",Wood,Single Pane,Wood,No Deck/Porch,No Patio Cover/Carport,No Fence,21-30,Unknown,0.0,1966.0,40.0579053002679,-121.487119716659,1,1
77951,No Damage,Unknown,SKU,Siskiyou,2021-08-01,Unknown,Single Family Residence Single Story,Single Residence,1.0,Metal,Enclosed,"Mesh Screen <= 1/8""""",Wood,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1966.0,41.5861194165365,-121.912515379742,1,1
89959,Destroyed (>50%),92544.0,RRU,Riverside,2022-09-05,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,159199.0,1988.0,33.69780203,-116.94344692,0,0
9747,Destroyed (>50%),96039.0,SKU,Siskiyou,2020-09-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1930.0,41.8492069747319,-123.388327331713,1,0
109267,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,No Patio Cover/Carport,Combustible,Unknown,Unknown,105067.0,1925.0,34.1972539,-118.1465128,0,0
101056,No Damage,93010.0,VNC,Ventura,2024-11-06,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,382217.0,1927.0,34.2478238,-119.0425169,0,0
129928,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,Masonry/Concrete,Non Combustible,Non Combustible,Unknown,Unknown,173272.0,1948.0,34.0437951,-118.5175297,0,0
22089,No Damage,14005.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,104397.0,1975.0,37.1292071387547,-122.132857122461,0,0
98031,No Damage,93544.0,LAC,Los Angeles,2024-09-08,Unknown,Commercial Building Multi Story,Nonresidential Commercial,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,34.3828577,-117.6826819,0,1
36409,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,61211.0,1937.0,39.7481318857606,-121.592705035243,0,0
86970,No Damage,Unknown,LMU,Plumas,2021-07-13,Unknown,Infrastructure,Infrastructure,0.0,Metal,No Eaves,No Vents,Stucco/Brick/Cement,No Windows,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,0.0,1966.0,40.0371410799409,-121.186836070356,1,1
48401,Destroyed (>50%),30473.0,LAC,Los Angeles,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,712324.5000000002,1968.0,34.109665635791,-118.791475372964,0,0
37439,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Ignition Resistant,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,Non Combustible,Unknown,Unknown,200000.0,1981.0,39.7379385042845,-121.568691422884,0,0
18122,No Damage,95688.0,LNU,Solano,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,362242.0,1975.0,38.4287082887694,-121.999548462906,0,0
55798,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,260065.0,2001.0,39.7329943281908,-121.646452346315,0,0
7745,No Damage,43145.0,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,126475.0,1999.0,37.0869710701701,-119.414478947682,0,0
27572,No Damage,Unknown,ORC,Orange,2020-10-26,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Enclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,0.0,1966.0,33.7302958478489,-117.743691871002,1,1
80402,Destroyed (>50%),95735.0,AEU,El Dorado,2021-08-14,Unknown,Single Family Residence Single Story,Single Residence,1.0,Metal,Unenclosed,No Vents,Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,0-10,Unknown,17918.0,1966.0,38.8173353961501,-120.076774919165,0,1
128649,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Unknown,Masonry/Concrete,No Deck/Porch,Unknown,Unknown,Unknown,Unknown,712324.5000000002,1938.0,34.0466223,-118.5183083,0,0
15774,Destroyed (>50%),94558.0,LNU,Napa,2020-08-16,Unknown,Mobile Home Single Wide,Single Residence,1.0,Metal,Unknown,Unknown,Metal,Single Pane,Wood,No Deck/Porch,Non Combustible,Non Combustible,0-10,<30,712324.5000000002,1966.0,38.533074328301,-122.225055634392,0,1
120585,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Tile,Unknown,Unknown,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,No Deck/Porch,Unknown,Combustible,Unknown,Unknown,712324.5000000002,2015.0,34.045422,-118.530768,0,0
21774,No Damage,95060.0,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,208045.0,1988.0,37.0552805021575,-122.16893028154,0,0
36324,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Double Wide,Single Residence,2.0,Asphalt,Enclosed,No Vents,Combustible,Multi Pane,Masonry/Concrete,Wood,Combustible,No Fence,Unknown,Unknown,531930.0,1966.0,39.7441989966677,-121.587505321376,0,1
22691,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,207752.0,1981.0,37.1534671678662,-122.165083299337,0,0
22653,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,50810.0,1955.0,37.1459020827973,-122.135385975207,0,0
112974,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,248253.0,1960.0,34.190048,-118.1374327,0,0
9541,No Damage,11461.0,SHU,Shasta,2020-09-27,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,173941.0,1981.0,40.4551093704092,-122.632241218668,0,0
40629,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,11-20,Unknown,244494.0,2007.0,39.7514511127877,-121.59446800504,0,0
125978,Destroyed (>50%),90272.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,Non Combustible,Unknown,Unknown,357268.0,1959.0,34.0493302,-118.5383807,0,0
106763,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,181086.0,1932.0,34.1935039,-118.156483,0,0
50018,Destroyed (>50%),90265.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,68842.0,1961.0,34.0287320414513,-118.82299873491,0,0
47556,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,175440.0,1950.0,39.7980977993399,-121.578215912193,0,0
46487,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,11-20,Unknown,130000.0,1961.0,39.7527278967464,-121.598210915621,0,0
14928,No Damage,94558.0,LNU,Napa,2020-08-16,Unknown,Mobile Home Double Wide,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,Wood,No Deck/Porch,Non Combustible,Combustible,11-20,<30,246680.0,2003.0,38.5328161782696,-122.227953745025,0,0
53081,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,155044.0,1986.0,39.7961407932451,-121.583303792096,0,0
85959,Destroyed (>50%),95947.0,LMU,Plumas,2021-07-13,Unknown,Motor Home,Single Residence,0.0,Metal,Unknown,No Vents,Other,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,4026.0,1966.0,40.1555007118301,-120.941360953598,0,1
104024,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Stucco/Brick/Cement,Unknown,Unknown,Unknown,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,113082.0,1925.0,34.1949683,-118.1544757,0,0
49920,Destroyed (>50%),90265.0,LAC,Los Angeles,2018-11-08,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Tile,Enclosed,Unknown,Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,>50,712324.5000000002,1961.0,34.0372418263742,-118.827879082423,0,0
7921,No Damage,39819.0,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,404998.0,2010.0,37.0847461293672,-119.323543487702,0,0
16528,Destroyed (>50%),95688.0,LNU,Solano,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen <= 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,>30,>50,193896.0,1976.0,38.3907439874095,-122.03821606073,0,0
76266,No Damage,95448.0,LNU,Sonoma,2019-10-23,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,362554.0,1968.0,38.5563723159198,-122.773790543837,0,0
44121,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Unknown,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,76500.0,1972.0,39.7689143419005,-121.590972039533,0,0
56909,No Damage,Unknown,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,0.0,1900.0,39.672495883561,-121.507813499784,1,0
31622,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Combustible,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,101012.0,1979.0,39.7620176856096,-121.573054286894,0,0
55103,No Damage,95969.0,BTU,Butte,2018-11-08,Unknown,Mobile Home Single Wide,Single Residence,1.0,Asphalt,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,550800.0,1900.0,39.7091219281247,-121.57616817735,0,0
131226,No Damage,90272.0,LAC,Los Angeles,2025-01-07,Unknown,Multi Family Residence Multi Story,Multiple Residence,4.0,Tile,Unenclosed,No Vents,Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Masonry/Concrete,Combustible,No Fence,Unknown,Unknown,364868.0,1983.0,34.0754025,-118.5643138,0,0
96419,No Damage,96075.0,TGU,Tehama,2024-07-24,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,Unenclosed,No Vents,Metal,No Windows,No Deck/Porch,No Deck/Porch,Unknown,No Fence,>30,Unknown,29622.0,2003.0,40.3102338,-121.8121683,0,0
50754,Destroyed (>50%),96003.0,SHU,Shasta,2018-07-23,Unknown,Single Family Residence Single Story,Single Residence,1.0,Tile,Unknown,"Mesh Screen <= 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Unknown,11-20,Unknown,131558.0,1988.0,40.5963499460892,-122.415045566517,0,0
79218,No Damage,96048.0,SHU,Trinity,2021-08-07,Unknown,Single Family Residence Single Story,Single Residence,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,Masonry/Concrete,No Deck/Porch,Combustible,No Fence,Unknown,Unknown,266971.0,1966.0,40.7400275107777,-123.207727812646,0,1
28954,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,Unknown,No Fence,Unknown,Unknown,110217.0,1955.0,39.7627729001809,-121.607788294141,0,0
33700,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Unknown,"Mesh Screen > 1/8""""",Ignition Resistant,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,Unknown,<30,123867.0,1966.0,39.758458933084,-121.623664088105,0,1
23807,No Damage,95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,362198.0,1978.0,37.1563513471447,-122.167432224023,0,0
7802,Destroyed (>50%),36224.0,FKU,Fresno,2020-09-04,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Metal,No Eaves,No Vents,Wood,No Windows,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,298459.0,1986.0,37.0590133186933,-119.352635891709,0,0
86890,No Damage,96114.0,LMU,Lassen,2021-07-13,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Multi Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,45058.0,1966.0,40.2517803063248,-120.461509400026,0,1
120296,No Damage,90265.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Concrete,No Eaves,Unknown,Metal,Multi Pane,Masonry/Concrete,Unknown,Unknown,Non Combustible,Unknown,<30,712324.5000000002,2002.0,34.0384203,-118.6531813,0,0
2836,Destroyed (>50%),95916.0,BTU,Butte,2020-09-09,Unknown,Mobile Home Single Wide,Single Residence,0.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,Wood,No Patio Cover/Carport,No Fence,11-20,Unknown,5714.0,1997.0,39.6337139841943,-121.40646663034,0,0
23728,No Damage,95060.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,297183.0,1979.0,37.0517812254389,-122.14188253924,0,0
120906,Destroyed (>50%),90265.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Multi Story,Single Residence,1.0,Concrete,Unknown,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Multi Pane,Masonry/Concrete,Wood,Unknown,Combustible,Unknown,Unknown,712324.5000000002,1959.0,34.0380549,-118.6513122,0,0
103211,Destroyed (>50%),91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Asphalt,Unenclosed,"Mesh Screen > 1/8""""",Stucco/Brick/Cement,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Combustible,Unknown,Unknown,49287.0,1950.0,34.1891463,-118.1434898,0,0
24401,Destroyed (>50%),95006.0,CZU,Santa Cruz,2020-08-16,Unknown,Single Family Residence Single Story,Single Residence,1.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Wood,No Patio Cover/Carport,Unknown,21-30,Unknown,152947.0,1963.0,37.1561666214543,-122.140864558478,0,0
3169,Destroyed (>50%),95916.0,BTU,Butte,2020-09-09,Unknown,Single Family Residence Single Story,Single Residence,0.0,Metal,Unknown,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,61926.0,1954.0,39.6303053617418,-121.399274532224,0,0
107769,No Damage,91107.0,LAC,Los Angeles,2025-01-07,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,No Eaves,"Mesh Screen <= 1/8""""",Wood,Multi Pane,Masonry/Concrete,Wood,Combustible,Combustible,Unknown,Unknown,98765.0,1925.0,34.165923,-118.0958802,0,0
40264,Destroyed (>50%),95969.0,BTU,Butte,2018-11-08,Unknown,Single Family Residence Single Story,Single Residence,1.0,Asphalt,Enclosed,"Mesh Screen > 1/8""""",Ignition Resistant,Multi Pane,No Deck/Porch,Wood,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,430000.0,2008.0,39.7542633484437,-121.640429271692,0,0
99521,No Damage,93010.0,VNC,Ventura,2024-11-06,Unknown,Single Family Residence Single Story,Single Residence,0.0,Tile,Unenclosed,"Mesh Screen > 1/8""""",Wood,Single Pane,No Deck/Porch,No Deck/Porch,No Patio Cover/Carport,Non Combustible,Unknown,Unknown,467915.0,1987.0,34.2442191,-119.0681868,0,0
115878,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,Enclosed,No Vents,Stucco/Brick/Cement,Multi Pane,No Deck/Porch,Masonry/Concrete,Non Combustible,No Fence,Unknown,30-50,333599.0,1946.0,34.1935325,-118.122662,0,0
52679,Destroyed (>50%),91901.0,MVU,San Diego,2018-07-06,Unknown,Single Family Residence Single Story,Single Residence,1.0,Concrete,Unknown,Unknown,Ignition Resistant,Unknown,Unknown,Unknown,No Patio Cover/Carport,No Fence,Unknown,Unknown,362622.0,1974.0,32.8278574488511,-116.749364102241,0,0
8036,No Damage,41040.0,FKU,Fresno,2020-09-04,Unknown,Single Family Residence Multi Story,Single Residence,0.0,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,151553.0,1986.0,37.0841622502943,-119.316881038972,0,0
105425,No Damage,91001.0,LAC,Los Angeles,2025-01-07,Unknown,Utility Misc Structure,Other Minor Structure,0.0,Tile,No Eaves,No Vents,Wood,Multi Pane,Masonry/Concrete,No Deck/Porch,No Patio Cover/Carport,No Fence,Unknown,Unknown,278834.0,1926.0,34.1996554,-118.1297635,0,0
